"seqno","organizer","tel","extension","mobile telephone","zipcode","district","hosp_addr","type","location","mon_stime","mon_dtime","tue_stime","tue_dtime","wed_stime","wed_dtime","thu_stime","thu_dtime","fri_stime","fri_dtime","sat_stime","sat_dtime","sun_stime","sun_dtime","remark","date","battery expiration date","electrical pads expiration date"
"7101","新北市政府警察局新店分局楓子林派出所","02-26631285","","","223","石碇區","新北市石碇區豐林里楓子林32號","其他","1樓進大門右側","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:29","2015-04-01","2026-11-01","2025-03-08"
"8865","新北市石碇區和平國民小學","02-26631405","","","223","石碇區","新北市石碇區靜安路一段5號","學校、大型集會場所","校長室門口","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","16:00:00","","","2021-12-20 19:58:09","2023-05-05","2026-11-01","2025-03-08"
"8243","新北市政府環境保護局石碇區清潔隊","02-26633876","","","223","石碇區","新北市石碇區潭邊里小粗坑9號上方200公尺處","其他","停車場休息室","06:30:00","15:30:00","06:30:00","15:30:00","06:30:00","15:30:00","06:30:00","15:30:00","06:30:00","15:30:00","06:30:00","15:30:00","","","2021-12-20 19:56:25","2016-04-26","",""
"409","高速公路局石碇服務區","02-26634173","","","223","石碇區","新北市石碇區文山路一段6號","交通要衝","服務台旁","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2024-03-14 12:21:11","2024-07-01","2024-01-31","2024-09-18"
"5872","新北市石碇區雲海國民小學","02-26651715","","","223","石碇區","新北市石碇區北宜路五段坑內巷1號","學校、大型集會場所","一樓體育教室前","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","2021-12-20 19:57:27","2014-11-28","",""
"8830","新北市政府警察局新店分局碧山派出所","02-26651835","","","223","石碇區","新北市石碇區北宜路五段42號","其他","值班台左側","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:07","2014-06-01","2026-11-01","2025-03-08"
"1752","華梵大學","26632102*2340","","","223","石碇區","新北市石碇區華梵路1號","學校、大型集會場所","民先館一樓","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:59:08","2021-10-01","2024-01-31","2024-09-30"
"1752","華梵大學","26632102*2340","","","223","石碇區","新北市石碇區華梵路1號","學校、大型集會場所","體育館","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:59:08","2021-10-01","2026-09-30","2027-01-01"
"1752","華梵大學","26632102*2340","","","223","石碇區","新北市石碇區華梵路1號","學校、大型集會場所","警衛室","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:59:08","2021-10-01","2026-11-01","2025-03-08"
"1752","華梵大學","26632102*2340","","","223","石碇區","新北市石碇區華梵路1號","學校、大型集會場所","統理館","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:59:08","2021-09-01","",""
"1752","華梵大學","26632102*2340","","","223","石碇區","新北市石碇區華梵路1號","學校、大型集會場所","明月樓","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2023-05-03 16:49:26","2022-10-01","",""
"43446","新北市立圖書館石碇分館","上午8:00-下午17:00/2663-1354#11","","","223","石碇區","新北市石碇區潭邊里碇坪路一段65號","大型休閒場所","石碇分館","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","08:30:00","17:00:00","2024-06-27 15:17:22","2025-01-01","2027-11-14","2029-01-07"
"51383","新北市石碇區衛生所","星期一至星期五上午8:00至下午5:00(除例假日) 0226631325","","","223","石碇區","新北市石碇區潭邊里碇坪路1段82號","其他","大廳入口處","08:00:00","","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","2022-12-23 10:48:18","2012-01-01","2027-11-28","2029-05-10"
"7930","新北市汐止區農會白雲辦事處","26402200","","","221","汐止區","新北市汐止區力行街5號","其他","進門營業廳左手邊牆面上","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","","","","","2021-12-20 19:57:18","2014-10-22","2027-12-01","2027-07-09"
"4794","新北市汐止忠厚公共托育中心","26413300","","","221","汐止區","新北市汐止區樟樹一路137巷26號2樓","其他","門口","07:30:00","20:30:00","07:30:00","20:30:00","07:30:00","20:30:00","07:30:00","20:30:00","07:30:00","20:30:00","09:00:00","17:00:00","08:30:00","12:30:00","2021-12-20 19:57:16","2014-07-28","2026-08-20","2024-05-14"
"1683","新北市汐止地政事務所","26421621","","","221","汐止區","新北市汐止區新台五路一段262號","其他","本所一樓大廳","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","","","","","2023-01-16 11:13:07","2023-01-01","",""
"43506","新北市立圖書館汐止江北分館","26431803","","","221","汐止區","新北市汐止區汐萬路一段81號2樓","大型休閒場所","入門口左上方","","","","","","","","","","","08:30:00","21:00:00","08:30:00","17:00:00","2021-12-20 19:57:46","2015-08-27","2027-11-07","2025-10-28"
"2616","品傳房屋仲介有限公司","26473311","","","221","汐止區","新北市汐止區連興街69號","其他","店左側玻璃騎樓下","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","2021-12-20 19:56:51","2014-01-27","2026-12-01","2025-03-01"
"7929","新北市汐止區農會橫科辦事處","26602288","","","221","汐止區","新北市汐止區宜興街26號","其他","進門營業廳左手邊牆面上","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","","","","","2021-12-20 19:57:18","2014-10-20","",""
"7927","新北市汐止區農會社后辦事處","26952621","","","221","汐止區","新北市汐止區康寧街412號","其他","進門營業廳左手邊牆面上","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","08:30:00","16:00:00","","","","","2021-12-20 19:57:18","2014-10-22","2026-03-22","2024-11-30"
"2385","新北市汐止區公所","(02)26411111","","","221","汐止區","新北市汐止區新台五路一段268號","其他","1樓哺乳室門口","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:56:48","2013-12-26","2025-11-30","2026-04-30"
"44153","新北市立樟樹國際實創高級中等學校","(02)26430686轉204","204","","221","汐止區","新北市汐止區樟樹二路135號","學校、大型集會場所","樟樹實中會客室","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","07:30:00","18:00:00","07:30:00","18:00:00","2022-03-17 10:54:02","2024-03-01","2029-04-30","2025-10-30"
"43406","宏正自動科技股份有限公司(汐萬廠)","(02)2643-2270","","","221","汐止區","新北市汐止區新江北路30巷20號","其他","1樓大廳","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","","","","2021-12-20 19:58:40","2020-04-15","2027-10-31","2025-02-28"
"59717","臺灣土地銀行汐止分行","(02)26498577","","","221","汐止區","新北市汐止區大同路一段306之3號","其他","1樓營業廳","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","","","","2021-12-20 19:56:52","2019-02-12","2025-05-31","2024-07-31"
"2612","東科大樓管理委員會","(02)26963418#23","","","221","汐止區","新北市汐止區新台五路一段90-116號","其他","一樓服務台","09:00:00","22:30:00","09:00:00","22:30:00","09:00:00","22:30:00","09:00:00","22:30:00","09:00:00","22:30:00","09:00:00","00:00:00","09:00:00","22:30:00","2021-12-20 19:56:52","2014-02-18","2029-08-31","2026-06-18"
"9661","新北市汐止區金龍公有零售市場","(02)86462231","","","221","汐止區","新北市汐止區中興路250號","其他","市場1樓管理室","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","2021-12-20 19:57:59","2024-05-14","2023-03-31","2020-10-31"
"9662","新北市汐止區林森攤集場","(02)8646-2231","","","221","汐止區","新北市汐止區汐止國道高速公路高架橋下（15K+265至15K+397處）","其他","市場管理室","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","2021-12-20 19:57:59","2024-05-14","2018-05-31","2016-05-31"
"9660","新北市汐止區忠厚公有零售市場","(02)8646-2231","","","221","汐止區","新北市汐止區樟樹一路137巷26號","其他","市場1樓共食區旁","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","07:00:00","13:00:00","2021-12-20 19:57:59","2024-05-14","2027-07-31","2025-03-31"
"10616","新北市汐止國民運動中心","(02)86915691","","","221","汐止區","新北市汐止區汐科路321號","學校、大型集會場所","5F體適能中心","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:58:04","2016-10-11","2024-10-31","2025-11-30"
"10616","新北市汐止國民運動中心","(02)86915691","","","221","汐止區","新北市汐止區汐科路321號","學校、大型集會場所","泳池救生員室","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","2021-12-20 19:58:15","2018-07-02","2025-10-06","2025-10-06"
"9948","新北市政府警察局汐止分局橫科派出所","02-26401237","","","221","汐止區","新北市汐止區民權街2段87號","其他","新北市政府警察局汐止分局橫科派出所","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:58:04","2016-04-20","2024-09-01","2024-09-01"
"44092","新北市汐止區白雲國民小學","02-26403909","","","221","汐止區","新北市汐止區民權街2段90號","學校、大型集會場所","新北市白雲國民小學警衛室","17:30:00","19:00:00","17:30:00","19:00:00","17:30:00","19:00:00","17:30:00","19:00:00","17:30:00","19:00:00","14:00:00","19:00:00","14:00:00","19:00:00","2023-12-25 17:22:26","2024-03-27","2024-09-01","2024-09-01"
"4488","新北市汐止區綜合運動場","02-2641-1111#255","255","","221","汐止區","新北市汐止區忠孝東路9號","學校、大型集會場所","新北市汐止運動場主建物看台棟","05:00:00","22:00:00","05:00:00","22:00:00","05:00:00","22:00:00","05:00:00","22:00:00","05:00:00","22:00:00","05:00:00","22:00:00","05:00:00","22:00:00","2021-12-20 19:56:46","2014-06-09","2024-09-01","2024-09-01"
"4305","新北市汐止區衛生所","02-26412030","","","221","汐止區","新北市汐止區新台五路一段266號","其他","一樓入口處右邊","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","","","2021-12-20 19:57:07","2014-05-21","2024-09-01","2024-09-01"
"5824","新北市政府警察局汐止分局汐止派出所","02-26412827","","","221","汐止區","新北市汐止區民生街1號","其他","汐止分局汐止派出所","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","2021-12-20 19:57:09","2014-06-16","2027-07-01","2025-03-13"
"4233","交通部臺灣鐵路管理局臺北運務段汐止站","02-2641-5096","","","221","汐止區","新北市汐止區信望里信義路1號","交通要衝","汐止站2樓售票處","05:00:00","00:00:00","05:00:00","00:00:00","05:00:00","00:00:00","05:00:00","00:00:00","05:00:00","00:00:00","05:00:00","00:30:00","05:00:00","00:30:00","2021-12-20 19:56:37","2014-04-28","2025-05-20","2025-03-08"
"44699","新北市立圖書館汐止分館","02-26415308","","","221","汐止區","新北市汐止區新台五路一段268號5樓","大型休閒場所","新北市立圖書館汐止分館","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-06-27 15:17:23","2024-12-18","2024-10-31","2024-07-31"
"5821","新北市政府警察局汐止分局東山派出所","02-26415841","","","221","汐止區","新北市汐止區汐平路二段68號","其他","汐止分局東山派出所","08:00:00","23:59:00","08:00:00","23:59:00","08:00:00","23:59:00","08:00:00","23:59:00","08:00:00","23:59:00","08:00:00","23:59:00","08:00:00","23:59:00","2021-12-20 19:57:08","2014-06-16","2024-07-31","2024-09-30"
"4118","富士大飯店股份有限公司","0226416333","","","221","汐止區","新北市汐止區大同路一段128號","旅宿場所","一樓大廳","00:00:00","23:58:00","00:01:00","23:59:00","00:01:00","23:57:00","00:01:00","23:59:00","00:02:00","23:59:00","00:02:00","23:59:00","00:01:00","23:57:00","2022-10-19 14:39:22","2027-06-30","2027-04-30","2025-03-31"
"43484","新北市立圖書館汐止大同分館","0226427323","","","221","汐止區","新北市汐止區大同路2段451號1樓","大型休閒場所","1樓櫃台前","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-06-27 15:17:23","2024-12-18","2026-03-31","2024-11-30"
"8210","新北市政府環境保護局汐止區清潔隊","02-2643-0403","","","221","汐止區","新北市汐止區康寧街901號","其他","新北市政府環境保護局汐止區清潔隊","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","","2021-12-20 19:57:46","2016-04-30","",""
"43506","新北市立圖書館汐止江北分館","0226431803","","","221","汐止區","新北市汐止區汐萬路一段81號2樓","大型休閒場所","新北市立圖書館汐止江北分館","08:30:00","17:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","21:00:00","08:30:00","17:00:00","2024-06-27 15:17:23","2024-12-18","2027-01-31","2025-03-13"
"5816","新北市政府警察局汐止分局長青派出所","02-26451281","","","221","汐止區","新北市汐止區長青路188巷1之1號","其他","新北市政府警察局汐止分局長青派出所","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","2021-12-20 19:57:09","2014-06-16","2025-07-31","2025-03-31"
"10757","新北市汐止區北港國民小學","02-26462116","","","221","汐止區","新北市汐止區汐萬路2段279號","學校、大型集會場所","211藝文教室","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","15:00:00","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","2024-03-14 13:50:42","2024-04-03","2027-03-13","2025-03-13"
