場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_3F_救護站旁通廊
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_4F_內野_三壘側_通廊
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_4F_內野_一壘側_救護站前
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_3F_左外野_VIP電梯口
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B2_重量訓練室
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B1_右外野_GATE8旁
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B1_內野_三壘_通廊
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_B1_左外野_GATE6旁
碩天科技股份有限公司,金莊路26號11樓,63000100,25.0622627,121.5876463,其他,其他場所,12樓
臺北大巨蛋,忠孝東路4段515號,63000020,25.04231503,121.5595295,大型休閒場所,運動場館(如小巨蛋),體育館_1F_GATE1_入口
好習慣運動教室｜滬江高中館,羅斯福路六段336號(游泳池),63000080,24.9895191,121.5388848,大型休閒場所,運動場館(如小巨蛋),泳池櫃檯
漢來美食股份有限公司台北南港分公司,經貿一路168號2樓,63000090,25.05813637,121.619435,其他,其他場所,大廳二樓
臺北市動物之家,安美街191號,63000100,25.0604342,121.603348,其他,其他場所,服務台大廳
臺北市南港區南港國民小學,惠民街67號,63000090,25.057163,121.610384,其他,其他場所,南港國小健康中心走廊
臺北市立永吉國民中學,松隆路161號,63000020,25.048236,121.574145,其他,其他場所,A1開放廁所入口右側
臺北市立陽明高級中學,中正路510號,63000110,25.09185101,121.5172056,學校、大型集會場所,高中職,健康中心
臺北市立聯合醫院中興院區,鄭州路145號,63000060,25.051196,121.50865,其他,其他場所,急診櫃台旁
臺北市立和平高級中學,臥龍街100號,63000030,25.019627,121.549148,學校、大型集會場所,高中職,台北市立和平高中活動中心4樓(靠近廁所)
臺北市立景興國民中學,景興路46巷2號,63000080,24.996187,121.544225,學校、大型集會場所,國中,活動中心3樓
臺北市文山區辛亥國民小學,辛亥路4段103號,63000080,25.006502,121.559178,其他,其他場所,警衛室
臺北市內湖區公所,民權東路六段99號,63000100,25.069231,121.589099,其他,其他場所,114台北市內湖區民權東路六段99號
臺北市立中正高級中學,文林北路77號,63000120,25.104472,121.516541,學校、大型集會場所,高中職,中正高中迎曦樓
永福之家廣慈園區,大道路110號,63000020,25.03923282,121.5822926,其他,其他場所,護理站
臺北市大同區日新國民小學,太原路151號,63000060,25.054389,121.516476,其他,其他場所,旺台樓一樓(通往游泳池梯間)
臺北市立南港高級中學,向陽路21號,63000090,25.052412,121.595027,學校、大型集會場所,高中職,健康中心和補校中間的文化走廊
臺北市立南港高級中學,向陽路21號,63000090,25.052412,121.595027,學校、大型集會場所,高中職,研發處和幼兒園間的文化走廊
臺北市立南港高級中學,向陽路21號,63000090,25.052412,121.595027,學校、大型集會場所,高中職,活動中心
臺北市立南港高級中學,向陽路21號,63000090,25.052412,121.595027,學校、大型集會場所,高中職,游泳池
台北美侖大飯店,復興南路一段317號,63000030,25.0342927,121.5439804,旅宿場所,飯店,一樓大廳電梯口對面
台北金融大樓股份有限公司(辦公大樓),信義路五段7號59樓,63000020,25.033718,121.56481,其他,其他場所,88樓
趣旅館．林森館,林森北路487號1樓,63000040,25.0613556,121.5257759,旅宿場所,旅館,本旅館1樓大廳
臺北市士林地政事務所,中正路439號5樓,63000110,25.0927846,121.5196248,其他,其他場所,本所5樓服務中心旁
中山計程車服務站,新生北路3段170號,63000040,25.070196,121.5280762,其他,其他場所,男廁
臺北市芳和實驗中學,臥龍街170號,63000030,25.018672,121.55032,其他,其他場所,本校一樓穿堂往二棟
臺北小巨蛋,南京東路4段2號,63000010,25.051346,121.549767,大型休閒場所,運動場館(如小巨蛋),2樓售票櫃台前
臺北市松山區健康國民小學,延壽街168號,63000010,25.056667,121.562785,其他,其他場所,健康國小一樓
博嘉運動公園,木柵路4段159巷16號,63000080,25.000284,121.575257,學校、大型集會場所,健身中心,游泳池櫃台B1
臺北市政府市政大樓,臺北市市府路1號,63000020,25.038211,121.564359,其他,其他場所,市政大樓南門
臺北市大安區新生國民小學,新生南路二段36號,63000030,25.02982,121.53362,其他,其他場所,健康中心門口
臺北市政府市政大樓,臺北市市府路1號,63000020,25.038211,121.564359,其他,其他場所,本市政大樓2樓親子劇場門口
臺北市立長安國民中學,松江路70巷11號,63000040,25.046389,121.533164,其他,其他場所,學務處前樓梯轉角處
臺北市公有光復市場,仁愛路4段496巷19號,63000020,25.038218,121.544771,其他,其他場所,市場內47號攤
臺北小巨蛋,南京東路4段2號,63000010,25.051346,121.549767,大型休閒場所,運動場館(如小巨蛋),1樓北大廳
臺北市立大直高級中學警衛室旁,北安路420號,63000040,25.07922,121.542837,學校、大型集會場所,高中職,台北市立大直高級中學
臺北市立和平高級中學,臥龍街100號,63000030,25.019627,121.549148,學校、大型集會場所,高中職,本校學務處門口(靠近教官室)
臺北市北投區戶政事務所,新市街30號3樓,63000120,25.132426,121.503,其他,其他場所,服務櫃檯旁
臺北市立和平高級中學,臥龍街100號,63000030,25.019627,121.549148,學校、大型集會場所,高中職,本校懷德樓1樓版畫教室(靠近基隆路)
臺北市立桃源國民中學,中央北路4段48號,63000120,25.134647,121.4773,其他,其他場所,本校育才樓一樓，健康中心內
臺北市公有永吉市場,永吉路278巷1弄30號,63000020,25.044334,121.574385,其他,其他場所,永吉市場自治會辦公室
臺北市立弘道國民中學,公園路21號,63000050,25.037488,121.515293,其他,其他場所,川堂
博嘉運動公園,木柵路4段159巷16號,63000080,25.000284,121.575257,學校、大型集會場所,健身中心,服務台1F
臺北市北投區明德國民小學,明德路190號,63000120,25.112123,121.521788,其他,其他場所,仁愛一樓--健康中心--前走廊
建國計程車服務站,建國南路一段63號之1(對面),63000030,25.0442235,121.537021,其他,其他場所,女化粧室門口
臺北市政府市政大樓,臺北市市府路1號,63000020,25.038211,121.564359,其他,其他場所,市政大樓地下1樓府宴餐廳門口
臺北市士林區葫蘆國民小學,環河北路三段95號,63000110,25.084102,121.507947,學校、大型集會場所,國小,中正樓一樓學務處門外
台北市廣州街臨時攤販集中場,廣州街220號,63000070,25.0367026,121.4970056,其他,其他場所,台北市廣州街220號
臺北市政府市政大樓,臺北市市府路1號,63000020,25.038211,121.564359,其他,其他場所,市政大樓地下2樓市府生活廣場
臺北市內湖區碧湖國民小學,金龍路100號,63000100,25.083976,121.591632,其他,其他場所,警衛室
臺北市政府市政大樓,臺北市市府路1號,63000020,25.038211,121.564359,其他,其他場所,市政大樓1樓北門
臺北市南港區成德國民小學,東新街65號,63000090,25.04709,121.586873,其他,其他場所,四維樓4樓活動中心
臺北市大安區新生國民小學,新生南路二段36號,63000030,25.02982,121.53362,其他,其他場所,B1游泳池
臺北市大安區新生國民小學,新生南路二段36號,63000030,25.02982,121.53362,其他,其他場所,4樓活動中心
臺北市公共運輸處瑞光計程車服務站,瑞光路160號2樓,63000100,25.0734188,121.5791368,其他,其他場所,本站閱覽室大廳
臺北市政府環境保護局木柵垃圾焚化廠,木柵路5段53號,63000080,25.00515962,121.5864873,其他,其他場所,廠房2樓中控室
臺北市政府市政大樓,臺北市市府路1號,63000020,25.038211,121.564359,其他,其他場所,市政大樓東門(服務臺旁邊)
臺北市公有士林市場,基河路101號,63000110,25.087887,121.52411,其他,其他場所,士林市場清潔室入口
大直計程車服務站,北安路676號,63000040,25.0842757,121.5498998,其他,其他場所,閱覽室門口
臺北市立中山國民中學,復興北路361巷7號,63000010,25.060537,121.54535,其他,其他場所,本校大門川堂
臺北市中山區永安國民小學,明水路397巷19弄1號,63000040,25.078776,121.549406,其他,其他場所,一年1班教室旁走廊
臺北市立北安國民中學,明水路325號,63000040,25.0777879,121.5416244,學校、大型集會場所,國中,校門口入口川堂
臺北市濱江實驗國民中學,樂群二路262號,63000040,25.07955,121.56075,學校、大型集會場所,國中,B1游泳池
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,Performing Arts Hallway
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,LS Stairwell
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,MS Gym Entrance
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,Art Hallway C-block
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,Mobile US Gym AED
新光三越百貨股份有限公司台北信義分公司四館,松高路19號,63000020,25.039329,121.567026,大型購物場所,百貨業,3F醫護室
台北美國學校,11152 中山北路六段 800號,63000110,25.1164004,121.5301123,學校、大型集會場所,高中職,MS Library Entrance
臺北市立兒童新樂園,承德路5段55號,63000110,25.097094,121.514709,觀光旅遊地區,民營遊樂業,兒童新樂園一樓緊急救護站前方
臺北市立兒童新樂園,承德路5段55號,63000110,25.097094,121.514709,觀光旅遊地區,民營遊樂業,三樓第二出入口
博愛國小運動中心-舞動陽光有限公司,松仁路95巷20號,63000020,25.036375,121.570903,學校、大型集會場所,健身中心,B1游泳池
世貿公園地下停車場,經貿2路88巷1號B1,63000090,25.057702,121.616513,其他,其他場所,經貿2路88巷1號B1
興中立體停車場,興中路44巷1號,63000090,25.056157,121.606489,其他,其他場所,興中路44巷1號
南港國小地下停車場,興東街59號B1,63000090,25.056674,121.611801,其他,其他場所,興東街59號B1
前港公園地下停車場,前港街45號B1,63000110,25.08583,121.52113,其他,其他場所,士林區前港街45號B1
大豐公園地下停車場,大興街145號B1,63000120,25.131119,121.504245,其他,其他場所,大興街145號B1
蘭雅公園地下停車場,德行東路129巷31號B1,63000110,25.109618,121.529277,其他,其他場所,德行東路129巷31號B1
福林公園地下停車場,中正路17號B1,63000110,25.09603,121.530587,其他,其他場所,中正路17號B1
洛陽立體停車場,環河南路1段1號,63000070,25.048335,121.505865,其他,其他場所,環河南路1段1號
海光公園地下停車場,葫蘆街83號B1,63000110,25.080934,121.508492,其他,其他場所,葫蘆街83號B1
五分埔公園地下停車場,中坡北路57號口B1,63000020,25.046731,121.580466,其他,其他場所,中坡北路57號口B1
臺北市災害應變中心地下停車場,莊敬路391巷11弄2號B1,63000020,25.028846,121.566153,其他,其他場所,莊敬路391巷11弄2號B1
松山車站地下停車場,松山路11號B1,63000020,25.04919,121.578299,其他,其他場所,松山路11號B1
臺北市停車管理工程處,松德路300號6樓,63000020,25.032054,121.574243,其他,其他場所,松德路300號6樓
南方桃花源社區管理委員會,木柵路二段109巷27弄2號,63000080,24.990486,121.563053,其他,其他場所,文山區木柵路2段109巷27弄2號
敦南莊子社區管理室,木柵路二段109巷100弄1號,63000080,24.991445,121.563018,其他,其他場所,文山區木柵路2段109巷100弄1號
沛力訓練,瑞光路443號1F,63000100,25.078798,121.5704511,學校、大型集會場所,健身房,本店中心
台北互舍酒店,台北市大同區重慶北路二段172號,63000060,25.0593921,121.5133139,旅宿場所,旅館,本飯店大廳
古亭國中地下停車場,中華路2段606巷1號B1,63000070,25.023892,121.510056,其他,其他場所,中華路2段606巷1號B1
萬華國中地下停車場,西藏路201號B1,63000070,25.027835,121.49926,其他,其他場所,西藏路201號B1
